id,statuses_count,followers_count,friends_count,favourites_count,listed_count,default_profile,default_profile_image,geo_enabled,profile_use_background_image,profile_background_tile,utc_offset,protected,verified,min_tweet_length,max_tweet_length,avg_tweet_length,min_urls,max_urls,avg_urls,min_hashtags,max_hashtags,avg_hashtags,max_mentions,avg_mentions,max_retweets,avg_retweets,min_favorite,max_favorite,avg_favorite,num_reply,num_retweet,digits_name,digits_screen_name,name_length,screen_name_length,screen_name_length_name_length_ratio,name_contains_bot,screen_name_contains_bot,name_entropy,screen_name_entropy,name_screen_name_lev_sim,description_length,description_contains_bot,profile_has_url,profile_pic_frec,friends_followers_ratio,friends_followers_ratio_beq_50,friends_followers_square_ratio,friends_followers+friends_ratio,2_followers_minus_friends,2_followers_beq_100,lists_followers_ratio,retweet_followers_ratio,favorites_followers_ratio,lists_status_ratio,retweet_status_ratio,favorites_status_ratio,reply_status_ratio,avg_urls_status_ratio,avg_mentions_status_ratio,avg_favorite_status_ratio,account_age,followers_account_age_ratio,friends_account_age_ratio,statuses_account_age_ratio,favourites_account_age_ratio,lists_account_age_ratio,class_bot
567766458,6313,4214,4343,3,7,1,0,0,1,0,10800,0,0,7,146,86.23210412,0,1,0.068484661,0,5,0.070653858,4,0.056089247,1431,6.636814379,0,28,0.438177874,7,135,0,0,18,7,0.388888889,0,0,3.239097918,2.521640636,0.24,25,0,0,1,1.030612245,0,1.031101614,0.507537688,4085,1,0.00166113,0.03203607,0.000711913,0.001108823,0.021384445,0.00047521,0.001108823,1.08E-05,8.88E-06,6.94E-05,81063,0.051984259,0.053575614,0.0778777,3.70E-05,8.64E-05,1
569015489,4260,6077,6504,9,15,1,0,0,1,0,10800,0,0,15,143,85.64814815,0,2,0.073765432,0,5,0.069753086,4,0.055864198,1431,5.798765432,0,115,1.945061728,3,135,0,0,13,15,1.153846154,0,0,3.180832987,3.139572262,0.571428571,60,0,0,1,1.070264933,0,1.069912815,0.516970034,5650,1,0.002468323,0.022214909,0.001480994,0.003521127,0.031690141,0.002112676,0.000704225,1.73E-05,1.31E-05,0.000456587,81028,0.074998766,0.080268549,0.052574419,0.000111073,0.000185121,1
569089181,1240,315,322,0,0,1,0,0,1,0,10800,0,0,5,140,88.7087585,0,1,0.047193878,0,7,0.105017007,4,0.067602041,2216,7.345238095,0,3,0.044217687,6,119,0,0,13,12,0.923076923,0,0,3.026986833,3.022055209,0.96,1,0,0,1,1.022222222,0,1.028753994,0.505494505,308,1,0,0.377777778,0,0,0.095967742,0,0.00483871,3.81E-05,5.45E-05,3.57E-05,81026,0.003887641,0.003974033,0.01530373,0,0,1
569186504,2261,606,701,0,2,1,0,0,1,0,10800,0,0,13,143,87.31192094,0,1,0.051883879,0,7,0.079987647,5,0.043236566,1425,4.348980852,0,8,0.06856084,1,110,0,0,12,12,1,0,0,3.418295834,3.251629167,0.916666667,115,0,0,1,1.156765677,0,1.160596026,0.53634277,511,1,0.00330033,0.181518152,0,0.000884564,0.048651039,0,0.000442282,2.29E-05,1.91E-05,3.03E-05,81024,0.007479265,0.008651758,0.027905312,0,2.47E-05,1
570575741,4262,7865,8199,7,18,1,0,0,1,0,10800,0,0,10,143,84.90327613,0,1,0.072698908,0,6,0.069266771,4,0.04399376,1431,5.639313573,0,48,2.380031201,4,114,0,0,14,15,1.071428571,0,0,3.235926351,3.323231429,0.413793103,37,0,0,1,1.042466624,0,1.042201602,0.510395916,7531,1,0.00228862,0.014494596,0.000890019,0.004223369,0.026748006,0.001642421,0.000938527,1.71E-05,1.03E-05,0.000558431,80985,0.09711675,0.101240971,0.05262703,8.64E-05,0.000222263,1
570578245,3710,3803,4143,0,9,1,0,0,1,0,7200,0,0,4,143,85.81404703,0,1,0.077660891,0,4,0.064665842,3,0.045792079,1431,6.462871287,0,102,1.008044554,1,115,0,0,6,13,2.166666667,0,0,2.251629167,2.653544297,0.421052632,43,0,0,1,1.089403103,0,1.089976322,0.521394412,3463,1,0.002366553,0.030239285,0,0.002425876,0.030997305,0,0.000269542,2.09E-05,1.23E-05,0.00027171,80985,0.046959313,0.051157622,0.045810953,0,0.000111132,1
570579074,3978,4886,5218,1,4,1,0,0,1,0,10800,0,0,4,143,85.18457727,0,2,0.076184577,0,5,0.074945804,4,0.055435119,1431,6.420253949,0,21,0.63146485,4,136,0,0,14,12,0.857142857,0,0,3.235926351,3.084962501,0.923076923,35,0,0,1,1.067949243,0,1.068386568,0.516429137,4554,1,0.000818666,0.02783463,0.000204666,0.00100553,0.034188034,0.000251383,0.00100553,1.92E-05,1.39E-05,0.000158739,80985,0.06033216,0.064431685,0.049120207,1.23E-05,4.94E-05,1
570605480,2455,3139,3376,0,9,1,0,0,1,0,10800,0,0,14,143,94.86032643,0,2,0.175455116,0,6,0.189893283,10,0.379786566,1431,14.11927181,0,9,0.236032643,7,871,0,0,10,10,1,0,0,3.121928095,3.121928095,1,50,0,0,1,1.075501752,0,1.07618744,0.518188795,2902,1,0.002867155,0.277476903,0,0.003665988,0.354786151,0,0.002851324,7.15E-05,0.000154699,9.61E-05,80984,0.038760743,0.041687247,0.03031463,0,0.000111133,1
570726762,3138,3392,3681,3,13,1,0,0,1,0,10800,0,0,4,145,94.89693941,0,2,0.202061212,0,4,0.214241099,8,0.173329169,1431,13.34291068,0,11,0.277326671,2,426,0,0,15,15,1,0,0,3.373557262,3.373557262,0.866666667,17,0,0,1,1.085200472,0,1.08456099,0.520429803,3103,1,0.003832547,0.125589623,0.000884434,0.004142766,0.135755258,0.000956023,0.000637349,6.44E-05,5.52E-05,8.84E-05,80983,0.041885334,0.045453984,0.038748873,3.70E-05,0.000160528,1
570790782,2333,6123,6061,0,26,1,0,0,1,0,10800,0,0,12,143,94.06436567,0,1,0.200559701,0,4,0.148942786,7,0.260261194,5129,16.45180348,0,15,0.821206468,5,682,0,0,13,13,1,0,0,3.026986833,3.026986833,0.846153846,37,0,0,1,0.989874245,0,0.99019768,0.49745568,6185,1,0.004246285,0.111383309,0,0.011144449,0.292327475,0,0.002143163,8.60E-05,0.000111556,0.000351996,80981,0.075610328,0.074844717,0.028809227,0,0.000321063,1
572918904,6634,1944,2133,1,3,1,0,0,1,0,10800,0,0,14,148,85.0281602,0,1,0.065081352,0,4,0.061013767,3,0.040675845,1431,5.730600751,0,4,0.084480601,2,106,0,0,16,13,0.8125,0,0,2.952819531,2.81507241,0.620689655,44,0,0,1,1.097222222,0,1.096094553,0.523178808,1755,1,0.00154321,0.054526749,0.000514403,0.000452216,0.015978294,0.000150739,0.000301477,9.81E-06,6.13E-06,1.27E-05,80926,0.024021946,0.026357413,0.081976126,1.24E-05,3.71E-05,1
572934190,6384,1536,2001,2,0,1,0,0,1,0,10800,0,0,14,143,84.27057011,0,1,0.076733436,0,8,0.06009245,3,0.035130971,1431,4.842835131,0,6,0.042835131,1,96,0,0,13,12,0.923076923,0,0,3.238901257,3.084962501,0.96,11,0,0,1,1.302734375,0,1.301040312,0.565733673,1071,1,0,0.0625,0.001302083,0,0.015037594,0.000313283,0.000156642,1.20E-05,5.50E-06,6.71E-06,80924,0.018980772,0.024726904,0.078888834,2.47E-05,0,1
573842316,4352,5810,6381,0,4,1,0,0,1,0,10800,0,0,13,143,85.0365212,0,1,0.077375426,0,5,0.0727329,6,0.040544723,1431,5.359021975,0,160,1.417517796,0,106,0,0,6,15,2.5,0,0,2.251629167,3.056564762,0.571428571,28,0,0,1,1.09827883,0,1.098657025,0.523418916,5239,1,0.000688468,0.018244406,0,0.000919118,0.024356618,0,0,1.78E-05,9.32E-06,0.000325716,80903,0.071814395,0.07887223,0.053792814,0,4.94E-05,1
575604914,1752,4371,4503,0,16,1,0,0,1,0,10800,0,0,10,143,95.04934438,0,2,0.126293996,0,6,0.213250518,10,0.309868875,1431,14.73671498,0,17,0.304347826,1,622,0,0,9,10,1.111111111,0,0,3.169925001,3.121928095,0.947368421,52,0,0,1,1.030199039,0,1.030670634,0.507437458,4239,1,0.00366049,0.142301533,0,0.00913242,0.355022831,0,0.000570776,7.21E-05,0.000176866,0.000173715,80852,0.054061742,0.055694355,0.021669223,0,0.000197892,1
575716477,4017,2316,2558,9,6,0,0,0,1,0,7200,0,0,4,146,86.01123596,0,2,0.06928839,0,4,0.074906367,6,0.059925094,1431,6.262796504,0,15,0.285268414,3,134,0,0,15,15,1,0,0,3.589898095,3.589898095,0.933333333,160,0,0,1,1.104490501,0,1.103537532,0.524825605,2074,1,0.002590674,0.057858377,0.00388601,0.001493652,0.033358228,0.002240478,0.000746826,1.72E-05,1.49E-05,7.10E-05,80849,0.028645994,0.031639229,0.049685216,0.000111319,7.42E-05,1
576052543,2608,2686,2848,4,6,1,0,0,1,0,7200,0,0,14,143,87.77698066,0,1,0.057392389,0,8,0.092014972,3,0.063006862,1431,8.942607611,0,9,0.293512165,2,177,0,0,8,9,1.125,0,0,3,3.169925001,0.941176471,1,0,0,1,1.060312733,0,1.061102832,0.514636791,2524,1,0.002233805,0.065897245,0.001489203,0.002300613,0.067868098,0.001533742,0.000766871,2.20E-05,2.42E-05,0.000112543,80839,0.033226537,0.03523052,0.032261656,4.95E-05,7.42E-05,1
576148031,2374,1196,1873,0,3,1,0,0,1,0,10800,0,0,4,143,86.58921933,0,1,0.047707559,0,6,0.067224287,4,0.041201983,1431,5.873605948,0,8,0.116480793,0,108,0,0,11,9,0.818181818,0,0,3.095795255,3.169925001,0.3,93,0,0,1,1.566053512,0,1.563439065,0.610296514,519,1,0.002508361,0.090301003,0,0.00126369,0.045492839,0,0,2.01E-05,1.74E-05,4.91E-05,80836,0.014795388,0.02317037,0.029368103,0,3.71E-05,1
576191042,4875,4309,4169,2,7,1,0,0,1,0,10800,0,0,14,148,85.56893869,0,1,0.070339247,0,7,0.077497666,4,0.051976346,1431,6.378462496,0,26,0.656707127,4,121,0,2,15,10,0.666666667,0,0,3.323231429,2.721928095,0.56,32,0,0,1,0.967509863,0,0.967061007,0.491743336,4449,1,0.001624507,0.028080761,0.000464145,0.001435897,0.024820513,0.000410256,0.000820513,1.44E-05,1.07E-05,0.000134709,80835,0.053306117,0.051574194,0.060308035,2.47E-05,8.66E-05,1
576226470,2000,3996,3895,0,15,1,0,0,1,0,10800,0,0,14,146,95.5710254,0,4,0.1903418,0,6,0.18281593,10,0.35497021,1431,16.19128253,0,25,0.336469113,1,820,0,0,7,7,1,0,0,2.235926351,2.235926351,1,42,0,0,1,0.974724725,0,0.974237119,0.493600304,4097,1,0.003753754,0.205205205,0,0.0075,0.41,0,0.0005,9.52E-05,0.000177485,0.000168235,80836,0.049433421,0.048183977,0.024741452,0,0.000185561,1
576273051,3825,3849,4063,2,10,1,0,0,1,0,7200,0,0,10,143,85.32237046,0,1,0.070431275,0,6,0.073223705,4,0.054607509,1431,6.414830903,0,30,0.440583307,11,123,0,0,18,9,0.5,0,0,3.016875696,2.725480557,0.518518519,1,0,0,1,1.055598857,0,1.055050636,0.513523761,3635,1,0.002598077,0.031956352,0.000519615,0.002614379,0.032156863,0.000522876,0.002875817,1.84E-05,1.43E-05,0.000115185,80835,0.047615513,0.050262881,0.047318612,2.47E-05,0.000123709,1
576446971,3866,3273,3260,1,10,1,0,0,1,0,7200,0,0,13,148,86.17347894,0,1,0.068330733,0,6,0.066146646,4,0.044617785,1431,6.03400936,0,23,0.52074883,2,112,0,0,7,12,1.714285714,0,0,2.521640636,2.751629167,0.736842105,142,0,0,1,0.996028109,0,0.995419847,0.499005051,3286,1,0.003055301,0.034219371,0.00030553,0.002586653,0.028970512,0.000258665,0.000517331,1.77E-05,1.15E-05,0.0001347,80829,0.040492892,0.040332059,0.047829368,1.24E-05,0.000123718,1
576655867,3500,5641,5836,1,9,1,0,0,1,0,10800,0,0,14,143,85.96899225,0,1,0.065736434,0,6,0.071627907,4,0.041550388,1431,5.372713178,0,16,1.055503876,2,109,0,0,7,13,1.857142857,0,0,2.235926351,2.565448372,0.7,78,0,0,1,1.034568339,0,1.034201666,0.508495251,5446,1,0.001595462,0.019322815,0.000177274,0.002571429,0.031142857,0.000285714,0.000571429,1.88E-05,1.19E-05,0.000301573,80824,0.069793626,0.072206275,0.043303969,1.24E-05,0.000111353,1
576836266,4024,2611,2834,1,5,1,0,0,1,0,7200,0,0,4,143,85.86105919,0,2,0.07165109,0,6,0.064485981,4,0.049221184,1431,6.085669782,0,12,0.24517134,2,125,0,0,15,15,1,0,0,3.323231429,3.189898095,0.866666667,1,0,0,1,1.08540789,0,1.086239939,0.520477502,2388,1,0.001914975,0.047874378,0.000382995,0.001242545,0.031063618,0.000248509,0.000497018,1.78E-05,1.22E-05,6.09E-05,80819,0.03230676,0.035066012,0.049790272,1.24E-05,6.19E-05,1
576917802,5102,5709,5904,5,12,1,0,0,1,0,10800,0,0,14,143,89.05034183,0,2,0.049720323,0,6,0.097576134,4,0.092914854,1431,8.041330019,0,23,0.919825979,2,211,0,0,14,14,1,0,0,3.182005815,3.235926351,0.928571429,20,0,0,1,1.034156595,0,1.033794432,0.508395763,5514,1,0.002101944,0.036959187,0.00087581,0.002352019,0.041356331,0.000980008,0.000392003,9.75E-06,1.82E-05,0.000180287,80819,0.07063933,0.073052129,0.06312872,6.19E-05,0.00014848,1
580799225,6694,5644,4714,1,5,1,0,0,1,0,10800,0,0,4,143,85.5246413,0,2,0.072988147,0,6,0.077354959,4,0.051777916,1431,6.023081722,0,22,1.246412976,8,116,0,1,14,14,1,0,0,3.182005815,3.039148672,0.928571429,46,0,0,1,0.835223246,0,0.834927382,0.455107164,6574,1,0.000885897,0.020552799,0.000177179,0.000746938,0.017328951,0.000149388,0.0011951,1.09E-05,7.73E-06,0.000186199,80716,0.069924179,0.058402299,0.082932752,1.24E-05,6.19E-05,1
580922214,2084,1613,1991,0,2,1,0,0,1,0,10800,0,0,14,143,86.34950556,0,1,0.057478368,0,6,0.073238566,5,0.052224969,1431,6.319839308,0,33,0.200556242,0,132,0,0,15,14,0.933333333,0,0,3.189898095,3.039148672,0.965517241,10,0,0,1,1.234345939,0,1.232817337,0.552441731,1235,1,0.001239926,0.08183509,0,0.000959693,0.063339731,0,0,2.76E-05,2.51E-05,9.62E-05,80715,0.019983894,0.024667038,0.025819241,0,2.48E-05,1
580925947,6702,8301,8510,6,12,1,0,0,1,0,10800,0,0,9,143,86.23868955,0,2,0.07550702,0,8,0.074882995,6,0.056474259,1431,6.337597504,0,290,2.295787832,5,137,0,1,11,10,0.909090909,0,0,3.277613437,2.646439345,0.571428571,14,0,0,1,1.025177689,0,1.024930748,0.506216168,8092,1,0.001445609,0.016504036,0.000722804,0.00179051,0.020441659,0.000895255,0.000746046,1.13E-05,8.43E-06,0.000342553,80713,0.102845886,0.105435308,0.083034951,7.43E-05,0.000148675,1
580967031,4772,3759,4019,4,8,1,0,0,1,0,10800,0,0,4,146,86.84729521,0,1,0.06244204,0,7,0.066460587,4,0.050695518,1431,6.026893354,0,64,0.505409583,2,122,1,1,10,10,1,0,0,2.646439345,2.646439345,1,1,0,0,1,1.069167332,0,1.069736492,0.516713808,3499,1,0.002128226,0.03245544,0.001064113,0.001676446,0.025565801,0.000838223,0.000419111,1.31E-05,1.06E-05,0.000105911,80714,0.046571846,0.049793097,0.059122333,4.96E-05,9.91E-05,1
585411607,2305,1837,2019,0,8,1,0,0,1,0,10800,0,0,7,143,93.75335204,0,2,0.191144372,0,6,0.164328032,10,0.35453695,1431,13.18709074,0,4,0.081384471,1,709,0,0,13,13,1,0,0,3.334679141,3.334679141,1,68,0,0,1,1.099074578,0,1.097879282,0.523599585,1655,1,0.004354927,0.385955362,0,0.003470716,0.307592191,0,0.000433839,8.29E-05,0.000153812,3.53E-05,80601,0.022791281,0.025049317,0.02859766,0,9.93E-05,1
585547874,3807,2913,3186,8,7,1,0,0,1,0,7200,0,0,4,144,84.74034003,0,1,0.07820711,0,7,0.079752705,3,0.054404946,1431,5.791653787,0,21,0.352395672,14,105,0,0,14,14,1,0,0,3.521640636,3.521640636,0.928571429,42,0,0,1,1.093717817,0,1.09296741,0.522380718,2640,1,0.002403021,0.036045314,0.00274631,0.001838718,0.027580772,0.002101392,0.003677436,2.05E-05,1.43E-05,9.26E-05,80597,0.036142784,0.039530007,0.047235009,9.93E-05,8.69E-05,1
585624973,3354,3234,3367,0,5,1,0,0,1,0,7200,0,0,14,143,85.05268022,0,1,0.073629082,0,4,0.061922366,3,0.041281577,1431,5.5,0,12,0.431608133,9,100,0,0,12,11,0.916666667,0,0,2.918295834,2.594906618,0.52173913,22,0,0,1,1.041125541,0,1.041769802,0.510074231,3101,1,0.001546073,0.030921459,0,0.001490757,0.029815146,0,0.002683363,2.20E-05,1.23E-05,0.000128685,80595,0.040126559,0.041776785,0.041615485,0,6.20E-05,1
585856581,1004,3656,3950,0,17,1,0,0,1,0,10800,0,0,15,143,90.00045106,0,1,0.052322959,0,6,0.127198917,5,0.097880018,1431,12.04645918,0,28,0.305818674,1,179,0,0,16,14,0.875,0,0,3.452819531,3.182005815,0.933333333,19,0,0,1,1.080415755,0,1.079825041,0.519326847,3362,1,0.004649891,0.048960613,0,0.016932271,0.178286853,0,0.000996016,5.21E-05,9.75E-05,0.0003046,80591,0.045364867,0.049012917,0.012457967,0,0.000210942,1
585906857,2669,2517,2826,0,7,1,0,0,1,0,7200,0,0,4,143,88.04495442,0,1,0.054071047,0,6,0.082364036,4,0.066331342,1431,9.038667086,0,11,0.274756366,2,178,0,0,16,9,0.5625,0,0,3.02439747,2.947702779,0.24,21,0,0,1,1.122765197,0,1.121873759,0.528916339,2208,1,0.002781089,0.07071911,0,0.002622705,0.066691645,0,0.000749344,2.03E-05,2.49E-05,0.000102944,80588,0.031232938,0.035067256,0.033119075,0,8.69E-05,1
585911517,6791,3616,3841,2,5,1,0,0,1,0,10800,0,0,4,143,85.24930491,0,1,0.077849861,0,4,0.065183812,6,0.053753475,1431,6.236021007,0,16,0.348161878,4,121,0,2,12,13,1.083333333,0,0,3.084962501,3.238901257,0.88,32,0,0,1,1.062223451,0,1.061636263,0.515086496,3391,1,0.001382743,0.033462389,0.000553097,0.000736269,0.0178177,0.000294507,0.000589015,1.15E-05,7.92E-06,5.13E-05,80590,0.04486909,0.047661,0.084266038,2.48E-05,6.20E-05,1
585956153,6796,6512,5450,5,7,1,0,0,1,0,10800,0,0,4,146,87.07911001,0,2,0.069221261,0,6,0.076328801,4,0.063040791,1431,6.207354759,0,33,1.794190358,4,144,0,0,6,12,2,0,0,2.251629167,2.855388542,0.666666667,15,0,0,1,0.836916462,0,0.836659503,0.45560943,7574,1,0.001074939,0.022113022,0.000767813,0.001030018,0.021188935,0.000735727,0.000588582,1.02E-05,9.28E-06,0.000264007,80587,0.080807078,0.067628774,0.08433122,6.20E-05,8.69E-05,1
585962900,2377,4331,4258,0,16,1,0,0,1,0,10800,0,0,10,146,92.94246404,0,2,0.192620388,0,6,0.256722952,7,0.292370231,1431,13.9249531,0,18,0.366479049,1,669,0,0,13,14,1.076923077,0,0,3.238901257,3.378783493,0.962962963,22,0,0,1,0.98314477,0,0.983598984,0.495750378,4404,1,0.003694297,0.15446779,0,0.006731174,0.281447202,0,0.000420698,8.10E-05,0.000123,0.000154177,80587,0.05374316,0.052837306,0.029496073,0,0.000198543,1
586123464,2808,4343,4362,0,24,1,0,0,1,0,10800,0,0,14,143,91.62689805,0,2,0.177874187,0,6,0.169507282,10,0.290052681,1431,14.61202355,0,6,0.193678339,3,688,0,0,15,15,1,0,0,3.640223929,3.506890596,0.866666667,54,0,0,1,1.004374856,0,1.004837595,0.501091327,4324,1,0.005526134,0.158415842,0,0.008547009,0.245014245,0,0.001068376,6.33E-05,0.000103295,6.90E-05,80585,0.053893404,0.05412918,0.034845195,0,0.000297822,1
586162939,6531,1407,1957,1,3,1,0,0,1,0,10800,0,0,15,143,84.68670196,0,1,0.078168795,0,6,0.065400187,4,0.043911554,1431,5.753970726,0,7,0.145437558,2,111,0,0,14,14,1,0,0,3.4677201,2.896291529,0.428571429,23,0,0,1,1.39090263,0,1.392882562,0.581747919,857,1,0.002132196,0.078891258,0.000710732,0.000459348,0.016995866,0.000153116,0.000306232,1.20E-05,6.72E-06,2.23E-05,80581,0.017460692,0.024286122,0.081048882,1.24E-05,3.72E-05,1
590239962,19969,1809,1598,12605,10,0,0,1,1,0,7200,0,0,9,144,72.68517931,0,1,0.072357982,0,9,0.163122818,8,0.589019359,1654,11.73913043,0,113,2.457949857,389,1195,0,0,5,12,2.4,0,0,1.921928095,3.084962501,0.117647059,23,0,1,1,0.883360973,0,0.882385422,0.469034341,2020,1,0.005527916,0.660585959,6.967938087,0.000500776,0.059842756,0.631228404,0.019480194,3.62E-06,2.95E-05,0.000123088,80470,0.022480427,0.019858332,0.248154592,0.156642227,0.00012427,1
599226569,3839,1593,1994,2,4,1,0,0,1,0,7200,0,0,4,143,84.90892077,0,1,0.073611978,0,4,0.060823456,3,0.040860886,1431,6.073300062,0,12,0.197130381,4,103,0,0,9,10,1.111111111,0,0,2.419381946,2.646439345,0.947368421,56,0,0,1,1.251726303,0,1.25015674,0.555896292,1192,1,0.002510986,0.064657878,0.001255493,0.001041938,0.026829904,0.000520969,0.001041938,1.92E-05,1.06E-05,5.13E-05,80234,0.019854426,0.024852307,0.047847546,2.49E-05,4.99E-05,1
601892000,433,91,312,74,0,1,0,1,1,0,7200,0,0,0,140,68.52963671,0,1,0.09751434,0,10,0.31166348,7,0.816443595,161646,1135.797323,0,3,0.063097514,152,116,0,0,8,6,0.75,0,0,2.75,2.251629167,0.571428571,74,0,0,1,3.428571429,0,3.505617978,0.774193548,-130,1,0,1.274725275,0.813186813,0,0.267898383,0.170900693,0.351039261,0.000225206,0.001885551,0.000145722,80161,0.001135215,0.003892167,0.005401629,0.000923142,0,1
611525563,9772,32011,27899,4,108,0,0,0,1,1,10800,0,0,14,140,88.8332814,0,1,0.000934871,0,2,0.001558118,2,0.000934871,109,13.40137114,0,89,16.59021502,0,1,0,0,12,11,0.916666667,0,0,3.188721876,3.095795255,0.695652174,59,0,0,1,0.871544157,0,0.871598613,0.465681856,36123,1,0.00337384,3.12E-05,0.000124957,0.011051985,0.000102333,0.000409333,0,9.57E-08,9.57E-08,0.00169773,79902,0.40062827,0.349165227,0.122299817,5.01E-05,0.001351656,1
613113855,428,7620,8090,0,20,0,0,0,1,1,7200,0,0,16,140,87.20710415,0,1,0.030704395,0,8,0.07525587,1,0.00782661,1425,4.390728477,0,86,5.407585792,4,8,0,0,5,13,2.6,0,0,2.321928095,3.180832987,0.555555556,33,0,0,1,1.06167979,0,1.061401207,0.514958625,7150,1,0.002624672,0.001049869,0,0.046728972,0.018691589,0,0.009345794,7.17E-05,1.83E-05,0.012634546,79861,0.095415785,0.101301011,0.005359312,0,0.000250435,1
613305184,331,5772,5860,0,5,0,0,0,1,1,10800,0,0,14,140,87.41933333,0,1,0.024,0,4,0.057333333,1,0.002,1425,3.380666667,0,51,3.362666667,0,3,0,0,7,12,1.714285714,0,0,2.521640636,3.251629167,0.736842105,47,0,0,1,1.015246015,0,1.014894354,0.503782669,5684,1,0.000866251,0.000519751,0,0.01510574,0.009063444,0,0,7.25E-05,6.04E-06,0.010159114,79854,0.072281914,0.073383926,0.004145065,0,6.26E-05,1
613375220,383,5823,5689,0,4,0,0,0,1,0,10800,0,0,14,140,88.02937337,0,1,0.028067885,0,5,0.067232376,1,0.002610966,1425,3.423629243,0,61,3.388381201,0,4,0,0,6,11,1.833333333,0,0,2.251629167,2.913977073,0.705882353,31,0,0,1,0.976987807,0,0.977323484,0.494179986,5957,1,0.000686931,0.000686931,0,0.010443864,0.010443864,0,0,7.33E-05,6.82E-06,0.008846948,79851,0.07292332,0.071245194,0.004796433,0,5.01E-05,1
613393977,384,5052,5503,0,5,0,0,0,1,1,10800,0,0,13,140,88.11632156,0,1,0.025578563,0,6,0.075517661,1,0.005481121,1425,2.955542022,0,38,2.363580999,1,7,0,0,8,10,1.25,0,0,2.155639062,2.921928095,0.555555556,46,0,0,1,1.089271576,0,1.088840522,0.521364282,4601,1,0.000989707,0.00138559,0,0.013020833,0.018229167,0,0.002604167,6.66E-05,1.43E-05,0.006155159,79853,0.063266252,0.06891413,0.004808836,0,6.26E-05,1
613398598,442,6642,6795,0,7,0,0,0,1,1,7200,0,0,14,144,89.49970536,0,1,0.024160283,0,4,0.065998821,1,0.003535651,1425,3.732469063,0,46,4.389510902,0,6,0,0,5,13,2.6,0,0,1.921928095,2.603157987,0.555555556,28,0,0,1,1.02303523,0,1.023343373,0.505693235,6489,1,0.001053899,0.000903342,0,0.015837104,0.013574661,0,0,5.47E-05,8.00E-06,0.00993102,79851,0.083179923,0.085095991,0.00553531,0,8.77E-05,1
613458977,404,5523,6077,0,4,0,0,0,1,1,10800,0,0,13,140,87.84523057,0,1,0.027163613,0,6,0.069488313,1,0.004421984,1425,3.596967783,0,36,3.043588124,0,7,0,0,6,11,1.833333333,0,0,2.251629167,2.368522528,0.705882353,86,0,0,1,1.100307804,0,1.100706394,0.52387931,4969,1,0.000724244,0.001267427,0,0.00990099,0.017326733,0,0,6.72E-05,1.09E-05,0.007533634,79849,0.069168055,0.07610615,0.00505955,0,5.01E-05,1
613459090,411,5694,5987,0,7,0,0,0,1,1,10800,0,0,8,140,89.32883436,0,1,0.025766871,0,6,0.081595092,1,0.006748466,1425,3.356441718,0,52,3.22208589,2,8,0,0,7,12,1.714285714,0,0,2.521640636,2.584962501,0.736842105,87,0,0,1,1.051457675,0,1.051827126,0.512541734,5401,1,0.001229364,0.001404988,0,0.01703163,0.01946472,0,0.00486618,6.27E-05,1.64E-05,0.007839625,79849,0.071309597,0.074979023,0.005147215,0,8.77E-05,1
613481420,423,6214,6315,0,4,1,0,0,1,0,10800,0,0,14,144,86.48523207,0,1,0.033755274,0,3,0.071729958,4,0.008438819,1425,3.397227245,0,53,3.262206148,0,9,0,0,14,13,0.928571429,0,0,2.950212065,2.777362795,0.962962963,50,0,0,1,1.016253621,0,1.016580811,0.504030649,6113,1,0.000643708,0.001448342,0,0.009456265,0.021276596,0,0,7.98E-05,1.99E-05,0.007712071,79849,0.077821889,0.079086776,0.005297499,0,5.01E-05,1
613495125,407,4817,5040,0,7,0,0,0,1,1,10800,0,0,14,144,88.13528336,0,1,0.027422303,0,3,0.068251066,1,0.006093845,1425,3.182815356,0,48,2.998781231,2,8,0,1,11,11,1,0,0,2.913977073,2.913977073,0.909090909,87,0,0,1,1.046294374,0,1.045860137,0.511311758,4594,1,0.001453187,0.001660785,0,0.017199017,0.01965602,0,0.004914005,6.74E-05,1.50E-05,0.007368013,79850,0.060325611,0.063118347,0.005097057,0,8.77E-05,1
613564700,409,5054,5560,0,2,0,0,0,1,0,10800,0,0,4,144,87.89202454,0,1,0.028834356,0,8,0.074233129,2,0.00797546,1425,3.019018405,0,77,2.442944785,0,11,0,0,7,9,1.285714286,0,0,2.235926351,2.419381946,0.5,49,0,0,1,1.100118718,0,1.100554236,0.523836442,4548,1,0.000395726,0.002176494,0,0.004889976,0.026894866,0,0,7.05E-05,1.95E-05,0.00597297,79847,0.063296054,0.069633173,0.005122296,0,2.50E-05,1
613617309,361,5299,5829,0,8,0,0,0,1,0,10800,0,0,14,140,87.50350542,0,1,0.026131294,0,6,0.076481836,2,0.008285532,1425,3.06500956,0,24,2.253027406,0,12,0,0,8,15,1.875,0,0,2.75,3.056564762,0.608695652,21,0,0,1,1.100018871,0,1.100434208,0.523813803,4769,1,0.001509719,0.002264578,0,0.022160665,0.033240997,0,0,7.24E-05,2.30E-05,0.006241073,79847,0.066364422,0.073002117,0.004521147,0,0.000100192,1
